"","author_id","possibly_sensitive","id","text","created_at","twitter","sexe","age","majo","num_deptmt","groupe_sigle","parti_ratt_financier","nb_mandats","age_group"
"851360","374055885",FALSE,"1203043232214589440","<U+0001F384>Chocolat et vin chaud au Pavement,
<U+0001F384>Fête de la St Nicolas...à St Nicolas, <U+0001F384>Noël en Europe avec la Maison de l’Europe,
Des moments lavallois chaleureux et des bonnes choses à partager !
#Mayenne https://t.co/v3S8FTblfN","2019-12-06T20:07:12.000Z","guillaumegarot","M",51,FALSE,"53","NG","Parti socialiste",1,3
"1819601","1037275272364650496",FALSE,"1355531657231675392","On l’a dit, on le fait ! 

Au SMIC, un salarié gagne désormais:
<U+2795>133€ pour un célibataire 
<U+2795>244€ pour un couple
<U+2795>272€ pour un couple avec enfants

<U+27A1><U+FE0F> Résultat des aides fiscales et sociales du @gouvernementFR https://t.co/WoT3AwQd7l","2021-01-30T15:01:46.000Z","stephane_teste","M",49,TRUE,"93","LREM","En marche !",1,3
"1752899","461022437",FALSE,"1202590709246808072","#Dieppe Des milliers de salariés du public et du privé qui ont compris qu'ouvrier, pêcheur, aide-soignant... on ne vieillit pas pareil que banquier chez Rothschild. La colère du peuple résonne partout pour bousculer la réforme du président des riches #Retraites #grevedu5décembre https://t.co/1N7xfIAXks","2019-12-05T14:09:02.000Z","sebastienjumel","M",46,FALSE,"76","GDR","Parti communiste fran<e7>ais",2,3
"1366299","2370188558",FALSE,"973556093065547776","Je me suis rendue hier auprès des parents d'élèves en lutte.
<U+27A1><U+FE0F> Jeudi soir, a lieu la Nuits des écoles dans tout le Val-de-Marne. N'hésitez pas à aller les soutenir :) https://t.co/TQew8HtRHD","2018-03-13T13:47:15.000Z","mathildepanot","F",28,FALSE,"94","LFI","La France Insoumise",1,1
"1294005","459093089",FALSE,"893766995904278529","""Une délégation spéciale pour sauver l'usine #Isochem<U+26A0><U+FE0F>"" @larep_fr #Pithiviers https://t.co/J0Ht8Qx4rk","2017-08-05T09:33:51.000Z","DuboisMarianne","F",60,FALSE,"45","LR","Les R<e9>publicains",1,4
"802207","3772780954",FALSE,"1258095512839958530","Des annonces déconnectées du réelqui ne prennent en compte ni l’essence profonde de la création, ni sa dimension économique et sociale , ni sa relation au public pas seulement virtuelle ou théorique.  A la fois aucune imagination et aucun pragmatisme. Mais persuadé du contraire.","2020-05-06T18:05:19.000Z","dumasfrederique","F",54,TRUE,"92","LREM","En marche !",1,3
"242234","314472161",FALSE,"1253597498154909697","<U+0001F4E3> #avocats 
<U+2705> Report échéances URSSAF
<U+2705> Chômage partiel pour les salariés des cabinets, avocats ou non
<U+2705> Report loyers et factures eau/gaz/élec
<U+2705> Indemnités journalières de l’assurance maladie pour garde d’enfant et personnes vulnérables
<U+2705> Éligibilité au fonds de solidarité https://t.co/AD3xaxd5gA","2020-04-24T08:11:48.000Z","b_abba","F",41,TRUE,"52","LREM","En marche !",1,2
"979714","753225726",FALSE,"910504374438330368","#ReformesAN Très honoré d'être nommé Rapporteur du groupe de travail des moyens de contrôle et d'évaluation de l'@AssembleeNat. https://t.co/a16moqUM6B","2017-09-20T14:02:13.000Z","JFEliaou","M",61,TRUE,"34","LREM","En marche !",1,4
"1307694","2308358192",FALSE,"1496508400108253186","Le plan #France2030 lancé par le Président est un puissant levier de conquête technologique et industrielle après un quinquennat de réindustrialisation.

Audition de @BrunoBonnellOff et fierté d'intervenir la dernière fois du mandat sur un sujet aussi crucial pour la <U+0001F1E8><U+0001F1F5>. https://t.co/9tBKQFJuQl","2022-02-23T15:33:01.000Z","marielebec78","F",27,TRUE,"78","LREM","En marche !",1,1
"1001442","118977224",FALSE,"1372505130260643841","#DirectAN - L’article 55 du #PJLClimatRésilience vise à lutter contre l’#artificialisation des sols en adaptant les règles d’#urbanisme. <U+0001F3D8>

<U+2705>La commission spéciale a adopté mon amendement visant à ajouter un objectif de prise en compte de la #surélévation des bâtiments ! <U+0001F3D7> https://t.co/iVhy4anhXf","2021-03-18T11:08:17.000Z","jeanluclagleize","M",59,TRUE,"31","MODEM","Mouvement D<e9>mocrate",2,4
"785446","485535439",FALSE,"1243574026771091458","Cette période de confinement accroît le risque de violences conjugales. 
Des dispositifs sont mis en place :
<U+2705>Les victimes pourront se rendre dans leur pharmacie de quartier et celle-ci alertera les forces de l’ordre. 
<U+0001F4F1>Par téléphone au 3<U+FE0F><U+20E3>9<U+FE0F><U+20E3>1<U+FE0F><U+20E3>9<U+FE0F><U+20E3>
#NeRienLaisserPasser #COVID19 https://t.co/Turt4CSVDI","2020-03-27T16:22:07.000Z","fdumasdeputee","F",57,TRUE,"30","LREM","En marche !",2,4
"553699","22255651",FALSE,"893000098480885761","#BourdinDirect @FdeRugy des réformes de fond à venir pour sortir de la politique du coup de rabot que ns connaissons depuis trop longtemps","2017-08-03T06:46:29.000Z","dbaichere","M",47,TRUE,"78","LREM","En marche !",1,3
"574030","837694453250936837",FALSE,"1438435925072154624","<U+0001F4CD>J’assiste aujourd’hui aux rencontres de l’@U2P_france.

La présence du Président @EmmanuelMacron rappelle à quel point les #indépendants sont au centre de nos préoccupations. https://t.co/rAy6RC5OaC","2021-09-16T09:33:44.000Z","DDaSilva95","M",49,TRUE,"95","LREM","En marche !",1,3
"387259","142632679",FALSE,"996818425480728580","L’@AssembleeNat accueille depuis 2017 de nouveaux profils de député.e.s qui portent un regard aiguisé et volontaire sur les #quartiers populaires, parce qu’ils/elles y sont né.e.s ou y vivent! et on en parle ! Comment faire « pour et avec les habitants » ? #RénoverLaConfiance https://t.co/RGg4RANLJ1","2018-05-16T18:23:27.000Z","celinecalvez","F",38,TRUE,"92","LREM","En marche !",1,2
"1781463","864531980033110018",FALSE,"1214639034795986944","Le marathon <U+0001F3C5> des cérémonies des vœux du mois de janvier a débuté hier soir pour moi avec les vœux de la ville de #Maromme ! 
Heureuse de retrouver les marommaises et marommais en cette nouvelle année 2020 ! Belle et heureuse à toutes et à tous ! <U+0001F44D><U+0001F3FE> https://t.co/J4cDPq5Qfj","2020-01-07T20:04:47.000Z","sirasylla76","F",37,TRUE,"76","LREM","En marche !",1,2
"94905","806865153472004097",FALSE,"1328729290742050824","#amelia_fde10
En déplacement aux Émirats arabes unis, j'ai visité ce matin l'Alliance française de #Dubai @AFDubai :
<U+2705>Des animations ludiques et passionnantes autour de l'année de la BD @franckriester @MinistereCC 
<U+2705>Une exposition remarquable avec beaucoup de nouveaux talents https://t.co/xGUAC6S7KN","2020-11-17T15:58:44.000Z","amelia_lkf","F",39,TRUE,"999","LREM","En marche !",1,2
"1615159","739098870844690432",FALSE,"1136577412790136832","Le 6 juin 1944, sonnait le glas des illusions du joug nazi et de sa folie au dessein mortifère.

75 ans plus tard, nous n’avons rien oublié de ces heures où s’est joué le destin de l'Europe.

Nous n'avons rien oublié de ces héros, à qui nous devons tant.
#DDay75thAnniversary https://t.co/9ObFK2YiwN","2019-06-06T10:15:46.000Z","Chalumeau_P","M",54,TRUE,"37","LREM","En marche !",1,3
"1330721","96111834",FALSE,"1014912109837242370","Présentation du Plan Local d'Urbanisme Métropolitain qui vise à préserver le cadre de vie des habitants de nos collines Niçoises. Limitation de la hauteur des constructions à 7 mètres, 71 hectares d'urbanisation en moins...ce #PLUMNice préservera les espaces verts de nos collines https://t.co/Ofq49ejWGr","2018-07-05T16:41:17.000Z","marinebrenier","F",31,TRUE,"6","LR","Les R<e9>publicains",2,1
"1422136","471076259",FALSE,"1201581434865102855","Valentin Duval, Pierre Bockel, Julien Carrette, Romain Chomel de Jarnieu, Benjamin Gireud, Jérémy Leusie, Andrei Jouk, Antoine Serre, Romain Salles de Saint-Paul, Alexandre Protin, Alex Morisse, Nicolas Megard, Clément Frison-Roche. #HommageNational. #Mali. Tristesse. https://t.co/lm3RI3PnbO","2019-12-02T19:18:33.000Z","clapotmireille","F",54,TRUE,"26","LREM","En marche !",1,3
"108673","864927261274845184",FALSE,"1000682883403657216","En déplacement avec la délégation francaise au Parlement de l'OTAN, mon suppléant José Sanchez était présent ce matin à Bron pour me représenter lors de la cérémonie de commémoration à l'occasion de la Journée nationale du souvenir des victimes et héros de la déportation. https://t.co/JnHs7weQQB","2018-05-27T10:19:25.000Z","Anissa_Khedher","F",37,TRUE,"69","LREM","En marche !",1,2
"929870","864415461072658432",FALSE,"1065312105602187265","<U+0001F4FD><U+FE0F> Dans un contexte tendu en #Europe, nous avons la responsabilité de faire des #Europeennes2019 l’occasion d’un vrai débat pour dégager une majorité de progrès et mieux intégrer citoyens &amp; corps intermédiaires au processus démocratique européen. 
<U+0001F449> https://t.co/IZehy55NI4 https://t.co/yRdBBvpNVe","2018-11-21T18:32:53.000Z","JMaireofficiel","M",55,TRUE,"92","LREM","En marche !",1,4
"741865","406978622",FALSE,"1108049900061765632","Les murs de la @citedesarts bruissent de notre langue. J'y ai présenté ce matin mes 3 priorités pour une politique de soutien à la création francophone : 

<U+25AB><U+FE0F>un soutien à la production
<U+25AB><U+FE0F>le développement de réseaux de collaboration
<U+25AB><U+FE0F>l'émergence de pôles de référence

#SLFF19 https://t.co/xr5xkSlO46","2019-03-19T16:57:37.000Z","franckriester","M",43,TRUE,"77","UAI","Union des d<e9>mocrates, radicaux et lib<e9>raux",2,2
"650421","311601642",FALSE,"1174412779228467206","<U+0001F4FA> Je serai demain matin l'invité de la matinale de @LCI à 7h10 ! https://t.co/LRw6oO4Qpf","2019-09-18T20:00:00.000Z","ericcoquerel","M",59,FALSE,"93","LFI","La France Insoumise",1,4
"637320","87886754",FALSE,"1289105832886632450","10.000 respirateurs ont été commandés par l’Etat au cœur de la crise, 8.500 n'ont pas servi, n'ont pas été utilisés. 

Pourquoi de telles erreurs ont elles été commises? 

#le69inter 

 https://t.co/xzzvnckXe3","2020-07-31T07:49:15.000Z","ECiotti","M",52,FALSE,"6","LR","Les R<e9>publicains",1,3
"1167911","733339165379731458",FALSE,"1238507862684508160","J'ai eu le plaisir de me rendre cette semaine dans le département de la #Creuse pour l'étape n°1 de mon Tour de France des réformes fiscales. 
@moreaujb23 @LaREM_AN 

<U+0001F3AC> Retour en vidéo sur cette journée <U+0001F447> https://t.co/Jhpwu5UAcN","2020-03-13T16:50:59.000Z","LauStmartin","M",32,TRUE,"94","LREM","En marche !",1,1
"1943575","848443405676032000",FALSE,"1104073512698941446","8 mars encore un effort ! C’est bien aujourd’hui la #JourneeInternationaleDesDroitsDesFemmes de toutes les femmes (!) et de tous les hommes qui luttent ensemble pour les droits de chacun et pour l’égalité de tous  indépendamment du genre <U+0001F1EB><U+0001F1F7><U+0001F600><U+0001F4AA> #EgaliteFH","2019-03-08T17:36:52.000Z","ValeriePetit_AN","F",41,TRUE,"59","LREM","En marche !",1,2
"1308750","2308358192",FALSE,"1360536762729304065","<U+0001F46E><U+200D><U+2640><U+FE0F><U+0001F46E><U+200D><U+2642><U+FE0F> Échanges cette semaine avec Isabelle Tomatis, directrice de la sécurité publique des #Yvelines

Je salue l'engagement constant de @PoliceNat78, 800 appels/jour sont traités ici
 
<U+0001F694> Le plan #FranceRelance renforce les moyens: nouveaux véhicules &amp; rénovation des commissariats https://t.co/7zsgaPLyrz","2021-02-13T10:30:16.000Z","marielebec78","F",27,TRUE,"78","LREM","En marche !",1,1
"3626","3023497329",FALSE,"1498573723078643712","Il faut saluer le courage du Président #Zelinsky qui a mis sur la table des négociations la possibilité d’un statut neutre de l’#Ukraine. #Poutine pose des conditions inacceptables comme la démilitarisation de l’Ukraine, il continue de bombarder et d’appeler au putsch. #LCI #La26 https://t.co/lAjlbqXgow","2022-03-01T08:19:52.000Z","AQuatennens","M",27,FALSE,"59","LFI","La France Insoumise",1,1
"995370","810591493597630464",FALSE,"1268108169244540932","Audition en commission des #entreprises de proximité, artisans, etc...Mes questions: 
<U+27A1><U+FE0F>Mise en place du forfait mobilité durable pour entreprises de petite taille
<U+27A1><U+FE0F>Plan de relance et de transition : quelle place pour les artisans de la rénovation énergétique?
<U+27A1><U+FE0F>Santé au travail https://t.co/9QJs81WLT4","2020-06-03T09:12:02.000Z","Jean_LucFUGIT","M",48,TRUE,"69","LREM","En marche !",1,3
"1855547","1145576430",FALSE,"1003717541724901376","Soirée les #taffeurs à l’initiative du @medef afin de promouvoir l’apprentissage et en particulier valoriser les apprentis. Donner la parole aux apprentis est le meilleur moyen de développer cette filière d’excellence. Bravo à ces jeunes ambassadeurs ! https://t.co/43Xvs0hXjE","2018-06-04T19:18:04.000Z","SylvieCharriere","F",56,TRUE,"93","LREM","En marche !",1,4
"993949","810591493597630464",FALSE,"1448918880542511144","NE PAS OUBLIER !!! Je félicite tous les établissements scolaires de ma circonscription qui organisent aujourd’hui des temps d’hommage, d’échange et de souvenir …pour ne pas oublier, un an après, l’assassinat sauvage du professeur Samuel PATY ! Vive la liberté d’expression ! https://t.co/8TNdvhLCic","2021-10-15T07:49:15.000Z","Jean_LucFUGIT","M",48,TRUE,"69","LREM","En marche !",1,3
"1259903","986655792089661440",FALSE,"1044481023931813889","L'hôpital de #Mayotte ""en situation de crise permanente""

https://t.co/cY6cXmbOP7","2018-09-25T06:57:36.000Z","Kamardine_M","M",58,FALSE,"976","LR","Les R<e9>publicains",1,4
"559149","1035417716730023936",FALSE,"1464597904757334029","#ALaRencontre de Pascal #LAPRÉE qui nous a fait partager avec chaleur et authenticité les produits haut de gamme cuisinés avec son élevage de moutons et canards. 
<U+0001F449> Une fabrication de farine de blé qu'il cultive vient enrichir cette belle gamme de produits. <U+0001F1EB><U+0001F1F7> https://t.co/2eRqeyku5i","2021-11-27T14:12:06.000Z","_DidierParis","M",63,TRUE,"21","LREM","En marche !",1,4
"438470","376252824",FALSE,"1174266842283675648","J’étais hier, au cours de la soirée, à l’école de l’Alliance Universelle rue Molitor pour commenter en direct, sur Radio Judaïque FM, les résultats des élections législatives en Israël https://t.co/lJJ8Z6bo7b https://t.co/yFh2lfFC9i","2019-09-18T10:20:06.000Z","ClaudeGoasguen","M",72,FALSE,"75","LR","Les R<e9>publicains",2,5
"1566904","2208536261",FALSE,"1227650360195637248","Conf Handicap @EmmanuelMacron a répondu aux inquiétudes des assos sur l’avenir de l’AAH versée à 1,2 million de personnes. Cette prestation ne sera «jamais transformée, diluée ou supprimée» au bénéfice du futur revenu universel d’activité qui doit fusionner plusieurs allocations. https://t.co/4u6QSD4CI7","2020-02-12T17:47:09.000Z","MIRALLESMP","F",50,TRUE,"34","LREM","En marche !",2,3
"681473","17137760",FALSE,"928200624872808448","Vie en prison : Le manque d'effectif du personnel pénitentiaire conduit au non respect des conditions de sécurité #comLois #securiteprison","2017-11-08T10:00:48.000Z","erwanbalanant","M",46,TRUE,"29","MODEM","Mouvement D<e9>mocrate",2,3
"1329400","96111834",FALSE,"1179336173019373568","C'est sur les collines de Crémat et Bellet que sont cultivés les vignobles qui font la fierté de #Nice06 <U+0001F534><U+26AB>

On vous attend nombreux à la fête des vendanges le 13 octobre, place des vignerons à Saint-Roman-de-Bellet<U+0001F377><U+0001F347> https://t.co/AB4IaHDRZw","2019-10-02T10:03:49.000Z","marinebrenier","F",31,TRUE,"6","LR","Les R<e9>publicains",2,1
"642942","87886754",FALSE,"975734590336851969","Alors que la Métropole de #Nice06 s’apprête à créer un impôt supplémentaire, j’ai tenu à rencontrer le président départemental de l’Union nationale de la propriété immobilière 06 (UNPI) Me Philippe SILVE https://t.co/TdgaZzekxa","2018-03-19T14:03:49.000Z","ECiotti","M",52,FALSE,"6","LR","Les R<e9>publicains",1,3
"654627","311601642",FALSE,"968109799937277953","""Edouard Philippe nous impose une guerre éclair, par ordonnances. Je suis content que les syndicats soient tous unis pour repousser ce projet !"" #Spinetta","2018-02-26T13:05:37.000Z","ericcoquerel","M",59,FALSE,"93","LFI","La France Insoumise",1,4
"581986","826017036451061761",FALSE,"1433372877437509632","L’École de la République : année scolaire 2021-2022 https://t.co/O4ktvB3s3W","2021-09-02T10:14:59.000Z","etoututpicard","F",63,TRUE,"31","LREM","En marche !",2,4
"1414291","802991763476594688",FALSE,"1007172277698482176","Une année déjà ! En campagne à la campagne...
Chez nos amis les agriculteurs. https://t.co/lTWrTqDxeC","2018-06-14T08:05:58.000Z","MichelePeyron","F",56,TRUE,"77","LREM","En marche !",1,4
"1211015","316956459",FALSE,"1276452148855922688","Perpignan/ Municipales 2nd tour : le Comité de Vigilance Antifasciste des P-O ne mâche pas ses mots...contre Jean-Marc Pujol, citations à l'appui https://t.co/Isrzn0Oeqh","2020-06-26T09:48:02.000Z","louis_aliot","M",48,FALSE,"66","NI","Front National",2,3
"260229","436780101",FALSE,"885465843550879744","Accueillir le President des USA en France c'est normal,en faire l'événement du siècle ,Il y a des limites à la résistance humaine...@afpfr","2017-07-13T11:48:02.000Z","BertrandPancher","M",59,TRUE,"55","UAI","Union des d<e9>mocrates, radicaux et lib<e9>raux",2,4
"1585417","980242016",FALSE,"978199700947038213","Comment faire en sorte d'encourager le jeune à une libre adhésion au service public ?
Pouvoir s'engager et se désengager à son rythme . Passer d'un mode de collaboration à une coopération volontaire dans l'intérêt du jeune https://t.co/rVs92j1w2J","2018-03-26T09:19:17.000Z","PatrickVignal","M",59,TRUE,"34","LREM","En marche !",1,4
"1426701","858769856463859712",FALSE,"1038702942935818241","Après les ravages de la #grêle le temps des #vendanges et des constats. Visite des caves coopératives en compagnie de la sous-préfète de #Limoux avant de porter la #viticulture au ministre @StTRAVERT #vin @Prefet11 https://t.co/zzdzUPaMoL","2018-09-09T08:17:34.000Z","MRobert_11","F",55,TRUE,"11","LREM","En marche !",1,4
"1044985","48664671",FALSE,"1230432696633044992","<U+0001F4CD>Le @gouvernementFR engagé au plus près des Stéphanois : Le quartier Tarentaize-Beaubrun bénéficiera d’une enveloppe de 200 000 € par an pendant 3 ans dans le cadre du dispositif Cités Educatives.

<U+21AA><U+FE0F> https://t.co/nb8rCheRh7 https://t.co/cQ8Tm9jbn7","2020-02-20T10:03:09.000Z","JeanMichelMIS","M",50,TRUE,"42","LREM","En marche !",1,3
"1143389","1299738390",FALSE,"1016937992156479488","Loi #EGALIM : Le texte adopté en première lecture à l'@AssembleeNat avait permis de trouver un juste équilibre entre une meilleure rémunération des agriculteurs et une transition vers un modèle agricole rénové [...] Lire mon communiqué <U+2B07><U+FE0F> https://t.co/InCYNbfza2","2018-07-11T06:51:25.000Z","LMaillart","F",50,TRUE,"35","LREM","En marche !",1,3
"180382","472903732",FALSE,"1131320318046425092","Ce soir,dans le cadre de la #LoiMobilités,j’ai défendu une mesure d’équité,&amp; de justice sociale pour les chauffeurs, pour que l’ouverture à la concurrence des réseaux de bus en petite et grande couronne soit la même pour la RATP comme pour @optile_idf. @Elisabeth_Borne @LaREM_AN https://t.co/EBlWMeIj1s","2019-05-22T22:05:57.000Z","Aurelientache","M",33,TRUE,"95","LREM","En marche !",1,1
"1911154","276934698",FALSE,"1170291188253020161","""Personne ne l’avait jamais vu"": le glaçant portrait d'Amin M., tueur présumé de Salomé, battue à mort à Cagnes-sur-Mer - Nice-Matin https://t.co/vyLhJhCnhM","2019-09-07T11:02:16.000Z","valerieboyer13","F",55,FALSE,"13","LR","Les R<e9>publicains",3,4
"239354","610649874",FALSE,"1130574806666100737","Il faudra changer la méthode tout ne se décidera pas depuis Bruxelles ou à Strasbourg, il faudra associer les territoires pour réconcilier les peuples avec la classe politique européenne! @Renaissance_UE https://t.co/cGwCavayrZ","2019-05-20T20:43:33.000Z","BenoitSimian","M",34,TRUE,"33","LREM","En marche !",2,1
"1861456","1605436740",FALSE,"1279094559708979201","Merci @EPhilippe_LH pour son action à la tête du @gouvernementFR Incontestablement, il aura su incarner cette fonction. 
La <U+0001F1EB><U+0001F1F7> a encore cette chance d’avoir des personnalités politiques de haut rang. 
Pleine réussite au nouveau Premier ministre @JeanCASTEX #remaniement","2020-07-03T16:48:02.000Z","ThierryBenoit35","M",51,TRUE,"35","UAI","Union des d<e9>mocrates, radicaux et lib<e9>raux",1,3
"619890","162094209",FALSE,"1272847767036141568","Le Front national condamné dans l'affaire des kits de campagne https://t.co/Q2dS99fPuJ","2020-06-16T11:05:30.000Z","ebothorel","M",51,TRUE,"22","LREM","En marche !",1,3
"1017710","80820758",FALSE,"1235621341283287040","La «grande loi» du quinquennat #Macron est votée par 98 voix. 

Pourtant les #LREM sont encore 300. 

Même eux n'y croient pas. 

#DirectAN #49al3 #ReformeDesRetraites","2020-03-05T17:40:59.000Z","jlmelenchon","M",66,FALSE,"13","LFI","La France Insoumise",1,5
"479781","2279236686",FALSE,"1099039022968700928","Débat citoyen terminé à #Francheville <U+0001F645><U+0001F3FB><U+200D><U+2642><U+FE0F>
Bien souvent, les petits comités permettent à un plus grand nombre de personnes de s’exprimer. 
Une soirée enrichissante avec des propositions solides de la part des franchevillois.e.s 
#GrandDébatNational #EnsembleDiscutons https://t.co/LVNvsBcmmJ","2019-02-22T20:11:36.000Z","Cisaacsibille","M",59,TRUE,"69","MODEM","Mouvement D<e9>mocrate",1,4
"1556937","845978405917069312",FALSE,"1106524195335352321","Un grand plaisir de rencontrer et échanger avec le Président de l’@AMFORHT Philippe François. 31 nationalités présentes à l’ @AssembleeNat . Vous avez tout mon soutien dans votre travail qui contribue durablement au développement du #tourisme . https://t.co/1EvF5MWCD2","2019-03-15T11:55:01.000Z","f_personne","F",55,TRUE,"72","LREM","En marche !",1,4
"1278562","869560974323396608",FALSE,"1154803071228227584","Présentation du dispositif #EmploisFrancs aux TPE/PME du Soissonnais à @poleemploi_HDF #Soissons avec @emmanuelcohardy Président @CPMEnationale @hautsdefrance et Alain Faudon sous-Préfet @Prefet02 @Minist_Travail @murielpenicaud @PToulmet https://t.co/zDJfxPJdi7","2019-07-26T17:18:02.000Z","MarcDelatte","M",56,TRUE,"2","LREM","En marche !",1,4
"1521453","35712322",FALSE,"904292275802562560","Dans les contrats aidés nous l'avons dit clairement la priorité est à l'urgence sociale et solidaire @RTLFrance #LeGrandJury @murielpenicaud","2017-09-03T10:37:34.000Z","oliviagregoire","F",39,TRUE,"75","LREM","En marche !",1,2
"1816098","1429780352",FALSE,"942807288028508160","Je participe aux assises AGIR pour nos #territoires organisées par le @conseil départemental de l'@aveyron https://t.co/pCCJIzT1Nf","2017-12-18T17:22:28.000Z","s_mazars","M",48,TRUE,"12","LREM","En marche !",1,3
"245798","863834372125970432",FALSE,"1176800497283604480","Je répondais à @EliseLucet dans #CashInvestigation
La #LoiMobilités donne des droits nouveaux aux chauffeurs&amp;livreurs 
<U+2705>Droit à la déconnexion 
<U+2705>Droit au refus de course
<U+2705>Information prix de la course
<U+2705>Transparence plateformes sur conditions de travail 
<U+2705>Droit à la formation https://t.co/j8UgrVxrDF","2019-09-25T10:07:57.000Z","BCouillard33","F",31,TRUE,"33","LREM","En marche !",1,1
"1567520","2208536261",FALSE,"1200327769353314305","Dernier soir pour #CoeurDeVilleEnLumières <U+0001F31F><U+2B50><U+FE0F><U+0001F4AB>#Montpellier dans une ambiance chaleureuse, ça vaut le détour! Bravo <U+0001F44F><U+0001F3FC> aux pro &amp; étudiants 

Vidéo réalisation @ESMArtistiques 

@Saurel_P @PerezVeronique1 #StudioM #Acfa @Objectif3D @eartsup  @ArtsetMetiers_ @artfxschool #Brassar https://t.co/D2PhwuBAza","2019-11-29T08:16:55.000Z","MIRALLESMP","F",50,TRUE,"34","LREM","En marche !",2,3
"409586","938843677",FALSE,"1221861819683348480","Vrai soulagement! https://t.co/RxixkIrpX1","2020-01-27T18:25:33.000Z","cpiresbeaune","F",53,FALSE,"63","NG","Parti socialiste",1,3
"30219","1979469114",FALSE,"1359910071174594563","De la baie du #havre à la baie de #fortdefrance,quel beau parcours pr cette 15eme édition de la #TJV . @TransatJV_fr est heureux d’annoncer la nouvelle destination d’arrivée La Martinique! Rendez-vous le 29 octobre pr l’ouverture du village et 10 jours de fête. Départ le 7/11 . https://t.co/LHR3xWmr0G","2021-02-11T17:00:01.000Z","agnesfirmin","F",49,TRUE,"76","UAI","Union des d<e9>mocrates, radicaux et lib<e9>raux",1,3
"705824","69870071",FALSE,"1185211834208530432","Inauguration officielle du Centre de Loisirs et d'animation communale de La Borde à Joué-lès-Tours.
Lieu d'animation structurant pour la ville et important pour la jeunesse et les familles jocondiennes. https://t.co/UP9hHS2jX3","2019-10-18T15:11:36.000Z","fabiennecolboc","F",46,TRUE,"37","LREM","En marche !",1,3
"1343591","866413487723040771",FALSE,"1036945881742893056","<U+0001F30D> Bienvenue à notre nouveau ministre de la Transition écologique, François De Rugy

#MakeOurPlanetGreatAgain
#TransitionEcologiqueEtSolidaire https://t.co/9rC410I19I","2018-09-04T11:55:38.000Z","marion_lenne","F",43,TRUE,"74","LREM","En marche !",2,2
"883329","856059444",FALSE,"1191739441955647491","Très heureux de visiter @ESABeirut avec son directeur @MaxenceDuault et son équipe. Un espace privilégié pour le rayonnement de la France et le développement du Liban ! @Elysee @EmmanuelMacron @francediplo @JY_LeDrian @AmbaFranceLiban @B_Foucher @AssembleeNat #Innovation #emplois https://t.co/D750uvaxGt","2019-11-05T15:29:59.000Z","G_ROUILLARD","M",41,TRUE,"56","LREM","En marche !",1,2
"1520216","35712322",FALSE,"953312318632456194","Ce soir c'est sur @franceinfo que cela se passe ! Rendez vous à 20h sur le plateau des #Informés pour parler du déplacement du President à #Calais, de #NDDL et des conséquences positives de nos efforts budgétaires : 6 milliards de recette pour l'Etat . https://t.co/52YoBLB7Jy","2018-01-16T17:05:43.000Z","oliviagregoire","F",39,TRUE,"75","LREM","En marche !",1,2
"1808600","3137717312",FALSE,"1414929754906578963","<U+0001F5E3>Entretien avec la Ministre chargée de l'égalité entre les femmes et les hommes, la diversité et l'égalité des chances, Elisabeth Moreno.

<U+270D><U+FE0F> A l'ordre du jour le rôle des femmes, l'insertion des jeunes, etc. 
<U+0001F4AA>Peu de temps, beaucoup à faire, je suis toujours aussi déterminée ! https://t.co/4R8IjPiz3g","2021-07-13T12:48:36.000Z","stelladupont","F",44,TRUE,"49","LREM","En marche !",2,2
"1414138","802991763476594688",FALSE,"1029050305592340480","La loi Schiappa : une description article par article https://t.co/xPw0IFspmo","2018-08-13T17:01:26.000Z","MichelePeyron","F",56,TRUE,"77","LREM","En marche !",1,4
"1284317","110459051",FALSE,"1505105928437313539","#Carburants Hier, j'ai reçu une délégation de manifestants.
Face à la gravité de la situation, des mesures exceptionnelles doivent être prises : blocage des prix, annulation des hausses de fiscalité, fin de l'aberrante taxe sur la taxe. https://t.co/ZFLSU8Z2MC via @marclefur","2022-03-19T08:56:31.000Z","marclefur","M",61,FALSE,"22","LR","Les R<e9>publicains",1,4
"637231","87886754",FALSE,"1297531231941296128","Nous célébrons la Fête de la Sainte-Croix à Saint-Dalmas #Valdeblore avec le Maire Carole Cervel, dans le respect des règles sanitaires.

Quelle joie de voir cette belle jeunesse mobilisée au sein du comité des fêtes ! https://t.co/5QdpYbt8NE","2020-08-23T13:48:47.000Z","ECiotti","M",52,FALSE,"6","LR","Les R<e9>publicains",1,3
"345158","865135799293050880",FALSE,"1167842965638844417","Fête du pont de Meung sur Loire- Clery Saint André suivie d'un don de légumes des jardins familiaux de La Chapelle St Mesmin à la @BanquesAlim du Loiret. Des loirétains, élus locaux, bénévoles, pompiers au service de leur territoire <U+0001F44F> https://t.co/o4zZJv2z22","2019-08-31T16:53:55.000Z","CarolineJanvier","F",35,TRUE,"45","LREM","En marche !",1,2
