,X,text,possibly_sensitive,created_at,twitter.x,sexe,Label,sentiment,test
223,95755,Marche de solidarité pour les #migrants : Bravo à ceux qui en sont à l’initiative et à @josebove pour sa participation @MvtRadical,False,2018-04-30,BertrandPancher,M,1,1,True
224,659111,"#BarometreDesResultats <U+0001F3C6>
@AdeMontchalin 

<U+0001F1EB><U+0001F1F7> Santé, sécurité, éducation, économie écologie, services publics : ou en sommes nous dans le Nord des mesures du gouvernement ?  

Retrouvez mon communiqué de presse avec tous les chiffres ! 

#transparence https://t.co/p40qL2Ez95",False,2021-01-18,ValeriePetit_AN,F,0,0,True
225,432138,"Qu'il soit ""gilet jaune"" ou membre des forces de l'ordre, chaque blessé est un blessé de trop ! Ce sont les propos de @CCastaner et il a totalement raison ! Il faut arrêter les #violences ! #Franceinfo https://t.co/AZXkzCmoU9",False,2019-11-18,verdierjouclas,F,1,-1,False
226,141585,"Ce matin, je me suis rendu au lycée Jean Moulin de #Forbach pour présenter aux élèves le rôle du Député. Nous avons échangé sur l'importance et les missions des délégués de classes, qui sont un des premiers piliers de l'acte démocratique et politique de ces citoyens en devenir. https://t.co/Y7VgKuxRV4",False,2018-02-02,christophearend,M,0,0,True
227,299200,Dîner de l’amitié cena de la amistad @CongresoXV @xvparlementaire à la ferme de Terre Blanche #tournée2018 #bonappétit https://t.co/oBlPjNq4Bg,False,2018-04-30,GiseleBiemouret,F,1,0,False
228,514333,"Bien sûr que nous entendons les inquiétudes et les craintes associées à cette réforme qui, plus qu'une simple réforme, est une refondation d'un système que l'on sait à bout de souffle et pour lequel les opposants sont plus prompts à pointer des problèmes que des solutions. #LCI https://t.co/V4O9aDwlnt",False,2019-12-06,oliviagregoire,F,-1,-1,True
229,245668,"Retrouvez-moi demain matin à 7h45 en direct sur France Bleu Lorraine Nord, pour parler de la Moselle, des Républicains, de l'Assemblée et du #remaniement invisible.... <U+0001F4FB> @fblorrainenord https://t.co/cop0is3ngB",False,2018-10-14,FabienDiFilippo,M,-1,0,False
230,363155,"Je me réjouis de l’annonce du nouveau gouvernement d’@EPhilippePM . Félicitations a nos collègues @duboschristelle, @GabrielAttal et @MFesneau, avec qui j’ai hâte de travailler !",False,2018-10-16,JeanMarieFIEVET,M,1,1,True
231,579328,"Rencontre cet après-midi avec l’équipe de Valérie qui a choisi Juvisy pour implanter une nouvelle agence Générale des Services qui propose différentes prestations d’aide à la personne, dans un souci de qualité et de proximité. Une bonne nouvelle pour la Grande Rue ! @GDSJuvisy https://t.co/LuGJchQc80",False,2018-11-30,robinreda,M,1,1,True
232,143804,"<U+0001F4F0><U+0001F5E3>Retrouvez sur le site @dis_leur l’article d’Olivier Schlama @Amuset qui revient en détail sur le contenu et les raisons d’être de ma #PPL visant à promouvoir la France des accents #DiversiteAudible @AgirEnsemble_AN 

https://t.co/OOs87znUyZ",False,2020-11-05,ChristopheEuzet,M,1,0,False
233,128449,"Que les choses soient claires : cette crise n’est pas causée par le dérèglement environnemental. Il y aura d’autres pandémies. En revanche, la déforestation, le non-respect de l’hygiène alimentaire, la pollution peuvent les aggraver.<U+2069> <U+2B07><U+FE0F> https://t.co/hHDlnCLjpX",False,2020-05-16,VillaniCedric,M,-1,-1,True
234,374841,"J'ai accompagné des maires de ma circonscription à @Place_Beauvau à l'occasion du #CongresDesMaires2019 
Merci au Ministre @CCastaner pour son accueil et sa disponibilité https://t.co/P2LtSoGzZf",False,2019-11-20,JeanTerlier,M,1,1,True
235,334368,"<U+0001F1F5><U+0001F1F0><U+0001F1EB><U+0001F1F7> Merci au Chargé d’Affaires, M. Qazi, de m’avoir reçu à  @PakinFrance pour évoquer le sujet des droits de l’homme au #Pakistan :
<U+0001F4E2>Je l’ai alerté sur le cas des chrétiens Shagufta Kausar, Shafqat Emmanuel &amp; du défenseur des droits de l’homme I. Khattak, disparu en 2019. https://t.co/dw3PMs8Kr0",False,2021-03-31,Sempastoushp,M,-1,1,False
236,156386,"L’État garantit la maîtrise des données personnelles en confiant à l'Agence de la Biomédecine leur conservation et pas à des sociétés privées.

#DirectAN #Bioéthique https://t.co/KfJpabbnbj",False,2019-10-02,CoDubost,F,0,0,True
237,141018,"<U+0001F3A5> Avec mon ami, Andreas Jung : Retrouvez la nouvelle #AssembléeFrancoAllemande <U+0001F1EB><U+0001F1F7><U+0001F1E9><U+0001F1EA> et notre vision de ce grand projet (à partir de 7:49) sur la @ZDF : https://t.co/oZk9WKhqkW  #Europe https://t.co/KAH150mB8D",False,2019-03-27,christophearend,M,1,0,False
238,481575,"@ZeroGachis au @Leclerc de #BourglesValence, gagnant-gagnant : 3 j avt la Date Limite de Consommation, les produits sont vendus à -30%. Jour J : don à @SecoursPop et @restosducoeur pour distribution le jour même. Si périmé, envoi (payant) en méthanisation. #GaspillageAlimentaire https://t.co/t0rqaJMonw",False,2020-10-16,clapotmireille,F,1,0,False
239,43608,"Une bonne explication de ce que permet et ne permet pas la loi Littoral votée en 1986. Cette dernière protège nos côtes et nos paysages en Bretagne. Mais ses défauts doivent être corrigés. C'est le sens de la loi #Elan #Littoral

 https://t.co/XHdfGYgyU2 via @YouTube",False,2018-09-13,AnnaigLeMeur_AN,F,1,0,False
240,349782,"Merci aux @TontonsFarmers de m’avoir invité avec d’autres députés à échanger autour de leurs 25 propositions (attractivité agricole, la rémunération, le foncier, statut des salariés agricoles etc...) Je suis prêt à travailler avec eux pour soutenir les mutations du monde agricole https://t.co/ojfe3AFIAi",False,2021-01-28,Jean_LucFUGIT,M,1,1,True
241,65232,Il faut que l’Assemblée nationale permette à tout le monde d’assumer son mandat de Député. Il ne doit pas être nécessaire d’avoir une fortune personnelle pour devenir Député. @DimPolitique @France3MidiPy,False,2017-11-12,AurelienPradie,M,-1,-1,True
242,420417,Hommage au Général de Villiers qui fut un chef d'état-major exemplaire. L'armée ne doit pas être la variable d'ajustement budgétaire ! https://t.co/gvRBTNgIiS,False,2017-07-19,ludovicpajot,M,-1,-1,True
243,549465,"<U+2705>Dans son rapport annuel, la @banquedefrance  constate que la politique du @gouvernementFR permet : 
<U+25AA><U+FE0F> la baisse des frais bancaires pour les plus modestes
<U+25AA><U+FE0F> la progression de l’offre spécifique 
<U+0001F449>Et de pointer publiquement les banques qui ne respectent pas leurs engagements. https://t.co/KMmC23LUYE",False,2020-07-15,ChassaingPh,M,1,0,False
244,259344,"#GrandDebatNational Jeunes de 15 à 20 ans, je suis à aussi votre écoute. Venez débattre au Théâtre Blanche de Castille à @villepoissy.
@EmmanuelMacron @SebLecornu @jmblanquer @EmmWargon https://t.co/iSIrGm0laL",False,2019-02-07,fgranjus,F,1,0,False
245,107250,"Moment émouvant Le projet de loi d'habilitation pour le renforcement du dialogue social est adopté!! 32h de débat, 335 amendements discutés https://t.co/jspECrBp8R",False,2017-07-13,bruno_fuchs,M,1,1,True
246,57082,"Séance de travail avec les entreprises de sciage et leur président pour parler des conditions commerciales de plus en plus difficiles qui leur sont imposées, un sujet que j’aborderai à l’Assemblée nationale lors de l’examen de la loi PACTE. https://t.co/Hn4wMMyeMT",False,2018-09-03,AnnieGenevard,F,-1,0,False
247,676100,<U+0001F4AC> Réunion autour de @GillesLeGendre des députés @LaREM_AN pour débattre de la réforme à venir du règlement intérieur de notre groupe <U+0001F4D5> https://t.co/zmYdCLGC7b,False,2019-06-05,YHaury44,M,0,0,True
248,341007,"#EnMarche saison 2, épisode 1 : #LaConvention #LREM #Circo8004 https://t.co/mf68DBXYIu https://t.co/OBmJMtimeH",False,2017-07-08,JLeclabart,M,0,0,True
249,602003,"#moratoire A la France des frigos vides le #gvt répond trop tard, trop peu et à côté de la plaque. #Motiondecensure #GiletsJaunes https://t.co/QtMMz35LQL",False,2018-12-04,sebastienjumel,M,-1,-1,True
250,521193,Le Parti socialiste s'ouvre : huit artistes d'Ivry-Port - Parti socialiste https://t.co/z1n9GyYbZt,False,2019-02-16,faureolivier,M,0,0,True
251,633688,"Grâce au #GrandDebatNational ce soir, vous avez montré que vous avez des choses à dire et que vous voulez construire la France de demain. C’est à vous de porter vos idées et de vous exprimer ! #EtangSurArroux",False,2019-02-07,SylvieCharriere,F,1,1,True
252,411479,"Le grisbi de nos #retraites, 315 milliards €, attise les convoitises des assureurs &amp; fonds de pension conseillés par @delevoye .En toute objectivité.
La start-up Nation Macron, le plus gros hold-up jamais opéré sur nos bien communs ! Qu'ils partent tous.
https://t.co/3NLjicu4dD",False,2019-12-09,PrudhommeLoic,M,-1,-1,True
253,57287,"Puisque les parlementaires ne sont ni assez représentatifs, ni assez efficaces, ni assez responsables et que @NBelloubet pense que nous privilégions la quantité à la qualité de nos amendements, nous avons décidé de quitter l’hémicycle.

Quel mépris de l’@AssembleeNat !

#DirectAN",False,2018-03-21,AnnieGenevard,F,-1,-1,True
254,59772,"« Sciences et technologies en appui de la restauration de Notre-Dame de Paris » à l’ordre du jour de l’Opecst réuni pour l’occasion au Sénat, dans la salle René Monory, ancienne chapelle du Palais du Luxembourg. https://t.co/UG2nNlzCOw",False,2019-05-23,antoineherth,M,0,0,True
255,325947,"Repas de travail avec le directeur de @sanef_autoroute et ses collaborateurs sur les questions de mobilité, de voitures connectées et sur le diffuseur du Charmel pour envisager un accès plus facile à Fère en Tardenois. https://t.co/thiGJ3aWcL",False,2017-12-05,JKrabal,M,0,0,True
256,245728,"Parfois, il faut savoir concerter et écouter avant de lancer de coûteux et incertains chantiers de réforme... @gouvernementFR @enmarchefr 

Darmanin admet qu'un « arrêt » du prélèvement à la source n'est pas exclu https://t.co/cFuTJMeR22 via @LePoint",False,2018-09-01,FabienDiFilippo,M,-1,-1,True
257,9980,« Nos débats ne peuvent reposer sur la croyance ou la confiance » - Intervention en Commission -#OrdonnancesMacron - https://t.co/9f87S6j3VZ https://t.co/67vuO6efQ9,False,2017-11-08,AQuatennens,M,-1,0,False
258,658290,"Transition digitale, énergétique et sociale @Yann_Trichard souhaite une année #RSE 
Vœux #voeuxeco2018 #transformation @CCINantes @MEDEF44 @cpme44 @UIMM44 https://t.co/Wn19P6p9wF",False,2018-01-25,valerie_oppelt,F,1,1,True
259,411785,#GiletsJaunes #ActeXXI arrivée place de la Victoire. #Bordeaux. #RetourAuxUrnes https://t.co/rtulEGee4r,False,2019-04-06,PrudhommeLoic,M,0,0,True
260,591603,"Ce soir, avec le comité En Marche #Madrid, nous accueillons Nathalie Loiseau, ministre chargée des Affaires européennes et le député Fernando Maura pour parler Grande Marche européenne #GME <U+0001F1EA><U+0001F1FA> https://t.co/yBc91d7Nrt",False,2018-05-02,scazebonne,F,0,0,True
261,443863,"Coralie Delaume nous laisse une importante contribution intellectuelle au combat pour la souveraineté française face aux dangers du fédéralisme européen. 

Je salue sa mémoire et j’adresse mes condoléances à ses proches et à la rédaction de son journal @MarianneleMag. MLP",False,2020-12-15,MLP_officiel,F,-1,-1,True
262,524660,"Chers camarades,
Je participe au débat radiodiffusé de l'entre deux tours des élections législatives.
Je serai en... https://t.co/Nhe4nGqNab",False,2017-06-12,olivier_serva,M,0,0,True
263,225736,Lancement de la 3ème édition de Pétanque Seniors à #Nice06. Merci à vous tous et en particulier à ceux qui font vivre nos clos de boules si importants pour notre identité https://t.co/wNA83EhikX,False,2018-03-09,ECiotti,M,1,1,True
264,525623,"L'engagement a de l'avenir chez les pompiers volontaires. Et à Meylan, il se féminise. Bonne Sainte Barbe et merci pour tout <U+0001F64F> https://t.co/RSSnioAyrt",False,2019-12-07,olivierveran,M,1,1,True
265,260300,"Émouvante cérémonie de remise des insignes de Chevalier de l'Ordre national du Mérite par @JY_LeDrian,  au nom du Président de la République @EmmanuelMacron,  à @LoigCG.
La République salue ses engagés. https://t.co/dFNY6NReQJ",False,2019-08-31,F_BACHELIER,M,1,1,True
266,612308,"Présentation de la rentrée 2017-2018 par Mr le Préfet #hautevienne  et Mr le Recteur de l'Académie de #limoges , chiffres-enjeux-ambition https://t.co/iR96tju6hy",False,2017-08-28,BeaudouinSo,F,0,0,True
267,119216,"<U+0001F3E8> #PassSanitaire dans les #hôpitaux 

<U+2705> Oui le Pass Sanitaire se justifie grandement dans les hôpitaux
<U+274E> Non il n’entravera pas l’accès aux soins, au contraire

<U+0001F449>Des précisions données hier dans #MidiNews sur @CNEWS https://t.co/DP2azyF1cV",False,2021-08-04,cfabreAN,F,1,0,False
268,453434,J’ai voté pour la proposition de loi visant à lutter contre la #hainesurinternet https://t.co/h5e19ljKJY,False,2019-07-09,MartialSaddier,M,0,0,True
269,103290,"Quel plaisir hier soir d’assister au lancement de « terroir en fête » au Château de #robersart à #wambrechies ! <U+0001F956><U+0001F9C0>

Nos #territoires sont remplis de talents, c’est avec une grande fierté que je sillonne ma circonscription pour aller à votre rencontre <U+0001F60A>

#terroirenfete #terroir https://t.co/GceUcsx79s",False,2021-09-11,brigitte_liso,F,1,1,True
270,555211,"#VendrediLecture En cette journée de la réalisation du #PassCulture pour tous les jeunes de 18 ans par le Président de la République, je partage avec vous l'extraordinaire bibliothèque de l'un de mes villages préférés du #Var dans ma #dracénie natale #Châteaudouble #Provence https://t.co/rHZ157eM9G",False,2021-05-21,PhilippeMichelK,M,1,1,True
271,26699,Mission d’évaluation de la #loiSchiappa : allons voir sur le terrain ce que donne la loi renforçant la lutte contre les violences sexuelles et sexistes ! Retour ce soir au tribunal judiciaire de #Pontoise où s’est déroulée l’affaire #Sarah en février 2018. https://t.co/JiFYijKAxW,False,2020-02-26,ALouisDeputee13,F,0,0,True
272,131787,"Dernier matin de campagne avec les @JeunesMacron pour convaincre les nombreux collaborateurs passant sur l’esplanade de la #LaDéfense #HautsdeSeine de voter dimanche pour notre liste @Renaissance_UE conduite par @NathalieLoiseau 
#ElectionsEuropeennes2019 https://t.co/wFY3qqH2lh",False,2019-05-24,celinecalvez,F,0,0,True
273,502874,"Il ne reste que jusqu’au jeudi 12 mars pour empêcher la privatisation d’#ADP. J’appelle les Français à sanctionner aux municipales les élus qui bradent les bijoux de famille, comme Macron brade les aéroports ! Incompétence ou cynisme ?
Signons : https://t.co/L24pwArPvI https://t.co/B6eDQHortO",False,2020-03-09,dupontaignan,M,-1,-1,True
274,621754,Très belle passation de commandement de la 26eme compagnie des @PompiersParis hier sur le parvis de la mairie de #SaintDenis . https://t.co/ddhXSod0fd,False,2018-07-08,stephane1peu,M,1,1,True
275,34954,Hommage à Jaurès et Clemenceau aujourd'hui à l'Assemblée nationale. Une plaque est posée sur leurs fauteuils. Très fier que ce soit un courrier que j'avais adressé avec mon groupe qui ait permis cela. https://t.co/6QHnXiBEKf,False,2018-11-07,alexiscorbiere,M,1,1,True
276,505821,E. #Macron veut défendre le français à travers le monde. Très bien ! Qu'il commence par parler français lui-même aussi bien en France que lorsqu'il représente notre pays ! #CongrèsVersailles,False,2018-07-09,dupontaignan,M,-1,-1,True
277,156417,#PersonnalitéExtraordinaire Tu nous manqueras tant Yann ! Belle épopée à Bordeaux :) See you soon <U+0001F618> https://t.co/RO43PgyeO1,False,2019-09-24,CoDubost,F,1,1,True
278,223271,Pour la première fois nous avons avec @ca_ginesy voté une baisse de 5% de la taxe foncière dans les @AlpesMaritimes. Elle a été rendue possible grâce à une gestion rigoureuse des deniers publics au cours des 10 dernières années.#nice06 https://t.co/RvqOuGN0G4,False,2019-05-16,ECiotti,M,0,0,True
279,107533,Félicitations au @StadeBriochin pour cette magnifique saison ! @VilledeStBrieuc est fière de les voir arborer nos couleurs ! https://t.co/Yv0jKAHfdx,False,2017-05-14,BJoncour,M,1,1,True
280,259801,"Débat ce soir à Lalande de Pomerol: dialogue, recherche de solutions, désaccords parfois, mais l’envie de toutes et tous d’agir et de faire. #GDN https://t.co/cfv8MGxgUO",False,2019-02-11,florent_boudie,M,1,0,False
281,432723,"Pour le droit des femmes en #Europe, nous créerons un #PacteSimoneVeil avec @Renaissance_UE. 

https://t.co/cwI221TgfR #Renaissance #Européennes2019 https://t.co/Q9DOnhUuj1",False,2019-05-19,verdierjouclas,F,0,0,True
282,228182,"<U+0001F6AB> Pas d’impunité pour ceux qui salissent la dignité des habitants de Seine-Saint-Denis !

Les propos insupportables de responsables de la Solideo, structure qui travaille sur les Jeux Olympiques, à propos du 93, doivent être condamnés

Ma question écrite au Premier Ministre <U+2935><U+FE0F> https://t.co/rxAeDRJ6CE",False,2021-04-21,ericcoquerel,M,-1,-1,True
283,97782,<U+0001F64F> faites tourner https://t.co/P5zkjeJUNT,False,2020-04-10,BorisVallaud,M,0,0,True
284,576502,Les conclusions des #EGA sont excellentes. @EmmanuelMacron s’était engagé à être le président du juste prix payé aux agriculteurs. Cet engagement sera tenu ! #LaMatinaleLCI,False,2017-12-22,RichardFerrand,M,1,1,True
285,336646,"Petit bilan en image de la semaine écoulée, avant d'en attaquer une nouvelle, tout aussi intense et riche de belles rencontres #LREM https://t.co/BYzvSMWofg",False,2017-09-18,JCColasRoy,M,1,1,True
286,274467,"""Mon hôtel de luxe m'a licenciée par email. Après 21 ans de travail, le jour où j'ai appris ça, ça a été le chaos total : j'ai fini à l'hôpital.""

Au Westin Paris Vendôme, la direction vient de licencier 100% des agents d'entretien... pour sous-traiter.

https://t.co/luXi24doza https://t.co/dNayz5hTLs",False,2021-06-03,Francois_Ruffin,M,-1,-1,True
287,194958,"Retenu dans la Loire, je ne pouvais pas être à l'@AssembleeNat dès 9h20 ce matin pour poser ma Question orale Sans Débat sur le désespoir de nos concitoyens dont les emplois sont menacés.

Merci à mon collègue @didierquentin  de l'avoir posée en mon nom ! #DirectAN https://t.co/Ab6kpqVsyd",False,2021-01-26,DinoCinieri,M,1,-1,False
288,503558,"Dans l'indifférence des médias, @RichardFerrand fait arbitrairement passer un amendement lié à la PMA alors que la majorité des députés ont voté... CONTRE ! 

Avec la Macronie au pouvoir, la démocratie est bafouée et la France devient une véritable République bananière. https://t.co/bV8R93x4yM",False,2019-10-01,dupontaignan,M,-1,-1,True
289,25778,"Inquiétude au Petit Bosquet où je me suis rendue avec les habitants et le CIQ. 
Je solliciterai dès la semaine prochaine une entrevue avec le maire @BenoitPayan pour évoquer avec lui le désarroi des habitants face à ce grand projet de 240 logements 

https://t.co/CCm2YQdqlh https://t.co/1oICks5UTG",False,2021-09-10,ALouisDeputee13,F,-1,-1,True
290,451853,"La tournée du canton du Mont-Blanc s’est poursuivie au Musée Alpin de #Chamonix.

Ce musée a été crée au 19ème siècle et installé en 1969 à Chamonix. Aujourd’hui obsolète, il va faire l’objet d’une rénovation globale. https://t.co/PzdnJWma7X",False,2021-11-27,MartialSaddier,M,0,0,True
291,666268,"<U+0001F535> À la #rencontre des #citoyens- Permanences - 

respect des #gestes_barrières

#uniquement sur #rendez_vous : https://t.co/JYHdUDVb9E

@dnatweets
@bleualsace 
@maxi_flash67 https://t.co/S2Pf4k6X2M",False,2021-01-31,VincentThiebaut,M,0,0,True
292,176501,"Soutien à Céline Boussié, lanceuse d'alerte sur la série de maltraitances au sein de l'IME de #Moussaron dans le #Gers, qui passe demain en audience aux prud’hommes contre son ancien employeur + de 4 ans après avoir été licenciée @mlalerte @StopOmerta <U+270A><U+0001F3FE> https://t.co/VxicPC8Dib",False,2018-12-12,Deputee_Obono,F,1,-1,False
293,300575,"Chez les femmes et les jeunes, il y a beaucoup d'auto-censure. Il faut essayer, et faire ce qu'on a envie, le tout c'est d'oser #EnMarche https://t.co/6tKa4T7i6Y",False,2017-06-06,GrazieMelchior,F,1,-1,False
294,604252,"Octobre 1961 : Unification du Cameroun oriental (majoritairement francophone) et du Cameroun occidental (majoritairement anglophone) <U+0001F1E8><U+0001F1F2> 

Aujourd’hui le #Cameroun est en proie à une grave crise politique et humaine.

Quel rôle y joue la #France ? 

Ma question au ministre<U+2935><U+FE0F> https://t.co/Tg6H9P1NFn",False,2019-10-02,Sebastien_Nadot,M,-1,-1,True
295,175293,"<U+0001F4E3>Demain à 9h30 l'excellentissime @matjulieviot, collab @FiAssemblee &amp; fondatrice @chaircollab, participe à la 1ère édition d'@ELLEactive Politique: ""Les violences sexistes &amp; sexuelles en politique c’est l’ancien monde?"" [Spoiler: non!]. Venez nombreux·ses https://t.co/aZPezScbWl",False,2019-10-09,Deputee_Obono,F,1,-1,False
296,25880,"Très grave recul infligé aux citoyennes et citoyens turques par le régime d’Erdogan.
La convention d’Istanbul est un outil et un symbole de progrès pour la lutte contre les violences à l’égard des femmes. Ce renoncement est alarmant pour #droitsdesfemmes
https://t.co/2stD0f6XMr",False,2021-07-01,ALouisDeputee13,F,-1,-1,True
297,85266,"La semaine dernière, j’ai participé à la Conférence Internationale sur l’Equité à Manama, Bahreïn. Une occasion formidable pour partager nos expériences et mettre en œuvre un plan d’action mondial pour améliorer et protéger les droits de la Femme. https://t.co/fjM4Maqetv",False,2018-11-22,beatricepiron,F,1,1,True
298,512005,"Émotion et recueillement avec @JeanCASTEX @1ElisaMoreno @gdarrieussecq pour la journée nationale de mémoire @memorializieu. L'Ain, terre d’histoire et de résistance, dont nous sommes fiers. À nous de faire vivre cet héritage et le transmettre aux jeunes générations. https://t.co/ztBVdkTLJZ",False,2021-07-16,OlgaGivernet,F,1,1,True
299,50295,"J'ai voulu partager avec vous une journée typique à l'@AssembleeNat. Comme vs le constaterez, la séance publique au Palais Bourbon ne représente qu'1 infime partie de celle-ci.
@LaREM_AN #DirectAN @AN_AfEtr @LCP @Accropolis @Projet_Arcadie @WhipLaChaine
https://t.co/32SxkfrukE",False,2019-11-21,AGenetet,F,0,0,True
300,203223,"Avant l'arrivée de la #PoliceSecuriteQuotidien dans le quartier La Chapelle début 2019, visite du quartier avec les habitants sur les problématiques de sécurité, d'urbanisme et de vivre ensemble. https://t.co/lX3L8fat6S",False,2018-05-18,EliseFajgeles,F,0,0,True
301,653054,"L’interdiction du territoire français pour les ressortissants  étrangers condamnés pour des actes de terrorisme doit être définitive.Aujourd'hui, nous faisons  comme si nous n‘étions pas en guerre. Alors que nos ennemis, eux, nous font la guerre ! #PJLAsileImmigration https://t.co/lkkTF7wodZ",False,2018-04-22,valerieboyer13,F,-1,-1,True
302,68538,"L'autorité n'est pas la brutalité et le maintien de l'ordre n'est pas le jugement moral de nos concitoyens. En plus de méthodes très contestables et contestées, le préfet  #Lallement sort régulièrement de son devoir de réserve. Combien de temps encore ?  https://t.co/uLS84Dw1RE",False,2020-04-03,Aurelientache,M,-1,-1,True
303,558933,<U+0001F534>Un grand merci aux @podologues à son président P. Prido a l’écoute et au chevet des plus fragiles. <U+0001F30F> #CODIV_19 @AN_AfEur @you_europe @Occitanie @actutoulouse @PrefetOccitanie   @LCP @Blagnac_Rugby_F @CEhpad @Airbus @ATRaircraft @marche_toulouse @RTLFrance @CCI31 @Occitanie https://t.co/7zpD9mzqww,False,2020-04-17,DeputeCabareP,M,1,1,True
304,503428,"En ce #1erNovembre, je pense à tous les morts pour la France.

#Toussaint #Toussaint2019
https://t.co/CE7XbrGnUG",False,2019-11-01,dupontaignan,M,1,0,False
305,494516,"L'assemblée franco-allemande procède à l'audition des 2 ministres @CCastaner et @realhorstseehfr et revient sur le douloureux épisode de la fermeture des frontières, ajd rouvertes.
<U+25B6><U+FE0F>Retour à la libre circulation prévu au 15 juin

Honorée de participer à cette réunion fraternelle https://t.co/pPJMS4nIMF",False,2020-05-28,npouzyreff78,F,-1,-1,True
306,339939,"Cet après-midi, après la séance des Questions au Gouvernenemt, lancement des auditions de la commission d’enquête sur les forces de sécurité avec comme sujets ce jour la cyber sécurité et les moyens nécessaires au bon fonctionnement de la Gendarmerie..",False,2019-03-06,JCBOUCHET,M,0,0,True
307,306858,Le projet de loi pour la #moralisation de la vie politique arrivera très vite une fois la nouvelle assemblée installée #legislatives2017 https://t.co/fB0qxYpy91,False,2017-06-14,g_gouffiercha,M,0,0,True
308,347387,Merci aux Euréliennes et Euréliens qui sont venus à ma rencontre à la librairie du Coin à #chateaudun. J’ai été enchanté d’échanger avec vous sur l’avenir de notre pays et sur mon projet pour la France #jeanlassalle2022 Aurore ou crépuscule @ResistonsFrance @lecherchemidi https://t.co/Y2gb8dkkrA,False,2021-09-23,jeanlassalle,M,1,1,True
309,590358,Retrouvez l'agenda de ma semaine https://t.co/cPqtKeVs7S,False,2018-11-06,saidahamada,M,0,0,True
310,97832,Quand la majorité fait dérailler la démocratie parlementaire pour essayer de faire passer à toutes forces sa #reformedesretraites. https://t.co/okVybqsCN0,False,2020-03-05,BorisVallaud,M,-1,-1,True
311,663762,"<U+0001F4E3> La crise de la Covid-19 a mis à mal les #petitscommerces. 
C’est pourquoi, lors de la discussion du #PLFR3, il a été décidé que le fonds de solidarité serait prolongé d’un mois et que les indépendants pourront aussi débloquer jusqu’à 8 000€ de leurs contrats Madelin <U+0001F91D>",False,2020-07-02,V_Riotton,F,-1,0,False
312,266202,"Les amateurs de vrai beau rugby à l’ancienne sont attendus à 15h à Colombes ce samedi. 
Le French flair sera à l’honneur. Une ou deux salades de châtaignes ne sont pas exclues !
Pour entrer, dites que vous êtes invité par le pilier gauche du XV Parlementaire...
#PassionOvalie https://t.co/vz5Wagc2Ny",False,2018-11-10,FCBDeputeduCher,M,1,1,True
313,593029,"Ici notre tribune dans @OuestFrance !
Oui, depuis 1 an, nous avons fait pour notre planète<U+0001F30D>!
Et ce n'est pas fini !  Ensemble nous devons continuer à faire, chacun à notre niveau. https://t.co/p5uP55fXl6",False,2018-07-03,SandrineLeFeur,F,1,1,True
314,314987,"Aux côtés de l’Etat, les collectivités locales sont en 1ère ligne pour vaincre l’épidémie.

A @Paris, les mesures prévues par @Anne_Hidalgo sont justes, cohérentes et adaptées.

Pour les Parisiens, c’est un plan rassurant qui permet d’envisager sereinement les prochaines étapes https://t.co/2fLFnyUgTL",False,2020-04-19,huguesrenson,M,1,1,True
315,17440,MAG'DYS épisode 1 https://t.co/1yYnNDnyG2 via @YouTube,False,2018-06-03,agnesfirmin,F,0,0,True
316,216196,"<U+2705>A l’Assemblée Nationale, @RolandLescure témoigne de son soutien à Sophie Pétronin, à sa famille. Comme eux, il souhaite la libération rapide de notre compatriote retenue depuis décembre 2016 . #NousNeVousOublionsPas #LibéronsSophie #directAN https://t.co/yR6pP5n4Jo",False,2018-09-19,ebothorel,M,1,1,True
317,510258,Débat au #Senat avec #Jean Claude Mailly ex-secrétaire général de #Force Ouvrière sur le thème « comment envisager l’avenir du syndicalisme et France et en Europe »echange riche à partir de son expérience et ses réflexions sur les missions des organisations syndicales https://t.co/7umZJeraKO,False,2018-05-30,NicoleDubre17,F,1,1,True
318,23685,"<U+0001F51E> Les films #porno c'est des #violences. Cliquer sur ""J'ai 18 ans"", ce n'est pas suffisant.

Si 5 sites pornos ne respectent pas la mise en demeure du @csaudiovisuel, leur accès pourrait être bloqué … et qu’en est-il pour tous les autres sites? <U+0001F937><U+200D><U+2640><U+FE0F>

<U+2B07><U+FE0F>
https://t.co/UYRRtf5KMe",False,2021-12-14,AlbaneGaillot,F,-1,-1,True
319,656138,« Les médias télévisuels nationaux ont abandonné l’Europe ou n’en parlent qu’à l’occasion d’une crise. » 2/2,False,2017-10-10,VGB83,F,-1,-1,True
320,263157,Je vous donne rendez-vous demain à 8h15 sur @radioclassique. https://t.co/kk4vuh3LPd,False,2020-06-28,franckriester,M,0,0,True
321,515587,87% de Français sont pour une meilleure éducation à l'innovation dès le plus jeune âge selon la consultation sur le #PACTE. #RencontresNumérique https://t.co/YREArHpR5m,False,2018-04-03,oliviagregoire,F,0,0,True
322,67864,"En déplacement à #Calais avec @edsassnat nous avons pu constater les conditions inhumaines que subissent les #migrants

<U+0001F449>L’interdiction de distribution de repas est un non-sens ! Soutien aux associations qui continuent leur travail de terrain @Mediapart 
https://t.co/dq7CQc7Ila",False,2020-09-21,Aurelientache,M,-1,-1,True
